"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Knight D.S.; Grasso A.E.; Quail M.A.; Muthurangu V.; Taylor A.M.; Toumpanakis C.; Caplin M.E.; Coghlan J.G.; Davar J.","Knight, Daniel S. (55589453200); Grasso, Agata E. (25723207100); Quail, Michael A. (35380885000); Muthurangu, Vivek (7801671480); Taylor, Andrew M. (57195810900); Toumpanakis, Christos (16033469000); Caplin, Martyn E. (55908628800); Coghlan, J. Gerry (35393553500); Davar, Joseph (6507903916)","55589453200; 25723207100; 35380885000; 7801671480; 57195810900; 16033469000; 55908628800; 35393553500; 6507903916","Accuracy and reproducibility of right ventricular quantification in patients with pressure and volume overload using single-beat three-dimensional echocardiography","2015","Journal of the American Society of Echocardiography","28","3","","363","374","11","55","10.1016/j.echo.2014.10.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933279032&doi=10.1016%2fj.echo.2014.10.012&partnerID=40&md5=4d6a6cbd5b7935cb7ac22ea678dde9f5","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84933279032"
"Hughes M.L.; Tsang V.T.; Kostolny M.; Giardini A.; Muthurangu V.; Taylor A.M.; Brown K.","Hughes, Marina L. (7402467863); Tsang, Victor T. (56466227600); Kostolny, Martin (6603162352); Giardini, Alessandro (7006043205); Muthurangu, Vivek (7801671480); Taylor, Andrew M. (57195810900); Brown, Katherine (7404382883)","7402467863; 56466227600; 6603162352; 7006043205; 7801671480; 57195810900; 7404382883","Lessons from inter-stage cardiac magnetic resonance imaging in predicting survival for patients with hypoplastic left heart syndrome","2011","Cardiology in the Young","21","6","","646","653","7","10","10.1017/S104795111100059X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155149393&doi=10.1017%2fS104795111100059X&partnerID=40&md5=2b07869b439daac54d361e07aeb4e87d","Article","Final","","Scopus","2-s2.0-80155149393"
"Puranik R.; Muthurangu V.; Celermajer D.S.; Taylor A.M.","Puranik, Rajesh (11139015400); Muthurangu, Vivek (7801671480); Celermajer, David S. (7005533405); Taylor, Andrew M. (57195810900)","11139015400; 7801671480; 7005533405; 57195810900","Congenital Heart Disease and Multi-modality Imaging","2010","Heart Lung and Circulation","19","3","","133","144","11","46","10.1016/j.hlc.2010.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649238203&doi=10.1016%2fj.hlc.2010.01.001&partnerID=40&md5=968396cdbc699cee08b957858e4284d3","Article","Final","","Scopus","2-s2.0-77649238203"
"Jones A.; McMillan M.R.; Jones R.W.; Kowalik G.T.; Steeden J.A.; Pruessner J.C.; Taylor A.M.; Deanfield J.E.; Muthurangu V.","Jones, Alexander (12795736600); McMillan, Merlin R. (55557049300); Jones, Russell W. (7501543550); Kowalik, Grzegorz T. (6602362169); Steeden, Jennifer A. (36605240600); Pruessner, Jens C. (6603802136); Taylor, Andrew M. (57195810900); Deanfield, John E. (7004333788); Muthurangu, Vivek (7801671480)","12795736600; 55557049300; 7501543550; 6602362169; 36605240600; 6603802136; 57195810900; 7004333788; 7801671480","Habitual alcohol consumption is associated with lower cardiovascular stress responses-a novel explanation for the known cardiovascular benefits of alcohol?","2013","Stress","16","4","","369","376","7","19","10.3109/10253890.2013.777833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879069759&doi=10.3109%2f10253890.2013.777833&partnerID=40&md5=6173181e8cf5828ef5dffbdff9e094d1","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84879069759"
"Muthurangu V.; Taylor A.M.; Hegde S.R.; Johnson R.; Tulloh R.; Simpson J.M.; Qureshi S.; Rosenthal E.; Baker E.; Anderson D.; Razavi R.","Muthurangu, Vivek (7801671480); Taylor, Andrew M. (57195810900); Hegde, Sanjeet R. (59801342200); Johnson, Robert (57213392629); Tulloh, Robert (55902305800); Simpson, John M. (7404325466); Qureshi, Shakeel (7203068220); Rosenthal, Eric (56713631200); Baker, Edward (59036961400); Anderson, David (16210099300); Razavi, Reza (59245696800)","7801671480; 57195810900; 59801342200; 57213392629; 55902305800; 7404325466; 7203068220; 56713631200; 59036961400; 16210099300; 59245696800","Cardiac magnetic resonance imaging after stage I norwood operation for hypoplastic left heart syndrome","2005","Circulation","112","21","","3256","3263","7","85","10.1161/CIRCULATIONAHA.105.543686","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644877819&doi=10.1161%2fCIRCULATIONAHA.105.543686&partnerID=40&md5=ff366e4af98eafa7e7328b56746b1913","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-33644877819"
"Quail M.A.; Steeden J.A.; Knight D.; Segers P.; Taylor A.M.; Muthurangu V.","Quail, Michael A. (35380885000); Steeden, Jennifer A. (36605240600); Knight, Daniel (55589453200); Segers, Patrick (7005378428); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","35380885000; 36605240600; 55589453200; 7005378428; 57195810900; 7801671480","Development and validation of a novel method to derive central aortic systolic pressure from the MR aortic distension curve","2014","Journal of Magnetic Resonance Imaging","40","5","","1064","1070","6","26","10.1002/jmri.24471","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913608737&doi=10.1002%2fjmri.24471&partnerID=40&md5=c6191ae5adbbc11eb5204386bea68619","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84913608737"
"Moledina S.; Pandya B.; Bartsota M.; Mortensen K.H.; McMillan M.; Quyam S.; Taylor A.M.; Haworth S.G.; Schulze-Neick I.; Muthurangu V.","Moledina, Shahin (23985897400); Pandya, Bejal (12545915200); Bartsota, Margarita (35387456900); Mortensen, Kristian H. (24344469300); McMillan, Merlin (55557049300); Quyam, Sadia (53985049900); Taylor, Andrew M. (57195810900); Haworth, Sheila G. (35513064700); Schulze-Neick, Ingram (55971250300); Muthurangu, Vivek (7801671480)","23985897400; 12545915200; 35387456900; 24344469300; 55557049300; 53985049900; 57195810900; 35513064700; 55971250300; 7801671480","Prognostic significance of cardiac magnetic resonance imaging in children with pulmonary hypertension","2013","Circulation: Cardiovascular Imaging","6","3","","407","414","7","103","10.1161/CIRCIMAGING.112.000082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880244150&doi=10.1161%2fCIRCIMAGING.112.000082&partnerID=40&md5=861e3b081982afd884b82abab8b11d1f","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84880244150"
"Kowalik G.T.; Knight D.S.; Steeden J.A.; Tann O.; Odille F.; Atkinson D.; Taylor A.; Muthurangu V.","Kowalik, Grzegorz T (6602362169); Knight, Daniel S (55589453200); Steeden, Jennifer A (36605240600); Tann, Oliver (24339325500); Odille, Freddy (24463413800); Atkinson, David (57216116485); Taylor, Andrew (57195810900); Muthurangu, Vivek (7801671480)","6602362169; 55589453200; 36605240600; 24339325500; 24463413800; 57216116485; 57195810900; 7801671480","Assessment of cardiac time intervals using high temporal resolution real-time spiral phase contrast with UNFOLD-SENSE","2014","Journal of Cardiovascular Magnetic Resonance","16","","W15","","","","0","10.1186/1532-429X-16-S1-W15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181245183&doi=10.1186%2f1532-429X-16-S1-W15&partnerID=40&md5=4b088e00d73820675523637af40bf2e4","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85181245183"
"Kelm M.; Goubergrits L.; Fernandes J.F.; Biocca L.; Pongiglione G.; Muthurangu V.; Khushnood A.; Secinaro A.; Chinali M.; Schubert S.; Berger F.; Kuehne T.","Kelm, Marcus (56645997700); Goubergrits, Leonid (6603944840); Fernandes, Joao Filipe (56511070500); Biocca, Lucio (57188292700); Pongiglione, Giacomo (6701392210); Muthurangu, Vivek (7801671480); Khushnood, Abbas (57087011000); Secinaro, Aurelio (53867270200); Chinali, Marcello (7801533510); Schubert, Stephan (7103116272); Berger, Felix (7201361048); Kuehne, Titus (6603086969)","56645997700; 6603944840; 56511070500; 57188292700; 6701392210; 7801671480; 57087011000; 53867270200; 7801533510; 7103116272; 7201361048; 6603086969","MRI as a tool for non-invasive vascular profiling: A pilot study in patients with aortic coarctation","2016","Expert Review of Medical Devices","13","1","","103","112","9","8","10.1586/17434440.2015.1090309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961357066&doi=10.1586%2f17434440.2015.1090309&partnerID=40&md5=9dc4cfb94c68857056a2a76ecbc2bfef","Article","Final","","Scopus","2-s2.0-84961357066"
"Hughes M.L.; Muthurangu V.; Taylor A.M.","Hughes, Marina L. (7402467863); Muthurangu, Vivek (7801671480); Taylor, Andrew M. (57195810900)","7402467863; 7801671480; 57195810900","Cardiovascular MR imaging - Indications, techniques and protocols","2010","Progress in Pediatric Cardiology","28","1-2","","3","10","7","1","10.1016/j.ppedcard.2009.10.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75549089648&doi=10.1016%2fj.ppedcard.2009.10.002&partnerID=40&md5=ab3e2f619e1846d1362768513f933667","Article","Final","","Scopus","2-s2.0-75549089648"
"Captur G.; Lopes L.R.; Patel V.; Li C.; Bassett P.; Syrris P.; Sado D.M.; Maestrini V.; Mohun T.J.; McKenna W.J.; Muthurangu V.; Elliott P.M.; Moon J.C.","Captur, Gabriella (6506837383); Lopes, Luis R. (9846194600); Patel, Vimal (36914277700); Li, Chunming (55695988900); Bassett, Paul (8725282000); Syrris, Petros (8892126000); Sado, Daniel M. (57203175810); Maestrini, Viviana (55355501300); Mohun, Timothy J. (7004364635); McKenna, William J. (56672467900); Muthurangu, Vivek (7801671480); Elliott, Perry M. (7202244843); Moon, James C. (7403231345)","6506837383; 9846194600; 36914277700; 55695988900; 8725282000; 8892126000; 57203175810; 55355501300; 7004364635; 56672467900; 7801671480; 7202244843; 7403231345","Abnormal cardiac formation in hypertrophic cardiomyopathy fractal analysis of trabeculae and preclinical gene expression","2014","Circulation: Cardiovascular Genetics","7","3","","241","248","7","93","10.1161/CIRCGENETICS.113.000362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903588904&doi=10.1161%2fCIRCGENETICS.113.000362&partnerID=40&md5=64a87f1be41ff1d7f5deb47f4e7e94a8","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84903588904"
"Captur G.; Flett A.; Barison A.; Wilson R.; Sado D.; Cook C.; McKenna W.J.; Mohun T.J.; Muthurangu V.; Elliott P.; Moon J.","Captur, Gaby (6506837383); Flett, Andrew (6701780469); Barison, Andrea (24597524200); Wilson, Robert (57213804717); Sado, Daniel (57203175810); Cook, Christopher (57210537531); McKenna, William J (56672467900); Mohun, Timothy J (7004364635); Muthurangu, Vivek (7801671480); Elliott, Perry (57202356433); Moon, James (57202314649)","6506837383; 6701780469; 24597524200; 57213804717; 57203175810; 57210537531; 56672467900; 7004364635; 7801671480; 57202356433; 57202314649","A new definition of left ventricular compaction/noncompaction - the new gold-standard?","2013","Journal of Cardiovascular Magnetic Resonance","15","","O13","","","","1","10.1186/1532-429X-15-S1-O13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152052488&doi=10.1186%2f1532-429X-15-S1-O13&partnerID=40&md5=1f8227c7b029ff6954bad9f54442a1b7","Article","Final","","Scopus","2-s2.0-85152052488"
"Khambadkone S.; Coats L.; Taylor A.; Boudjemline Y.; Derrick G.; Tsang V.; Cooper J.; Muthurangu V.; Hegde S.R.; Razavi R.S.; Pellerin D.; Deanfield J.; Bonhoeffer P.","Khambadkone, Sachin (6603345564); Coats, Louise (57202937755); Taylor, Andrew (57195810900); Boudjemline, Younes (55626910500); Derrick, Graham (35511751900); Tsang, Victor (56466227600); Cooper, Jeffrey (57217670748); Muthurangu, Vivek (7801671480); Hegde, Sanjeet R. (59801342200); Razavi, Reza S. (59245696800); Pellerin, Denis (55390457100); Deanfield, John (7004333788); Bonhoeffer, Philipp (7007022476)","6603345564; 57202937755; 57195810900; 55626910500; 35511751900; 56466227600; 57217670748; 7801671480; 59801342200; 59245696800; 55390457100; 7004333788; 7007022476","Percutaneous pulmonary valve implantation in humans: Results in 59 consecutive patients","2005","Circulation","112","8","","1189","1197","8","424","10.1161/CIRCULATIONAHA.104.523266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24044459734&doi=10.1161%2fCIRCULATIONAHA.104.523266&partnerID=40&md5=91d4d8ecae6ddc3317d936aba38ad50d","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-24044459734"
"Pandya B.; Quail M.A.; Steeden J.; Taylor A.; Schulze-Neick I.; Derrick G.; Moledina S.; Muthurangu V.","Pandya, Bejal (12545915200); Quail, Michael A (35380885000); Steeden, Jennifer (36605240600); Taylor, Andrew (57195810900); Schulze-Neick, Ingram (55971250300); Derrick, Graham (35511751900); Moledina, Shahin (23985897400); Muthurangu, Vivek (7801671480)","12545915200; 35380885000; 36605240600; 57195810900; 55971250300; 35511751900; 23985897400; 7801671480","Real time magnetic resonance assessment of septal curvature accurately tracks acute hemodynamic changes in pediatric pulmonary hypertension","2014","Journal of Cardiovascular Magnetic Resonance","16","","O74","","","","0","10.1186/1532-429X-16-S1-O74","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181234094&doi=10.1186%2f1532-429X-16-S1-O74&partnerID=40&md5=edef17e209d130cd5f44eb9265ce86ac","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85181234094"
"Kowalik G.T.; Steeden J.A.; Atkinson D.; Taylor A.; Muthurangu V.","Kowalik, Grzegorz Tomasz (6602362169); Steeden, Jennifer Anne (36605240600); Atkinson, David (57216116485); Taylor, Andrew (57195810900); Muthurangu, Vivek (7801671480)","6602362169; 36605240600; 57216116485; 57195810900; 7801671480","Implementation of a heterogeneous image reconstruction system for clinical magnetic resonance","2014","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","8384 LNCS","PART 1","","469","479","10","1","10.1007/978-3-642-55224-3_44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901288453&doi=10.1007%2f978-3-642-55224-3_44&partnerID=40&md5=4a5a9081e39287b86f6b4c6cc83d92ae","Conference paper","Final","","Scopus","2-s2.0-84901288453"
"Mortensen K.H.; Jones A.; Steeden J.A.; Taylor A.M.; Muthurangu V.","Mortensen, Kristian H. (24344469300); Jones, Alexander (12795736600); Steeden, Jennifer A. (36605240600); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","24344469300; 12795736600; 36605240600; 57195810900; 7801671480","Isometric stress in cardiovascular magnetic resonance—a simple and easily replicable method of assessing cardiovascular differences not apparent at rest","2016","European Radiology","26","4","","1009","1017","8","11","10.1007/s00330-015-3920-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937832248&doi=10.1007%2fs00330-015-3920-z&partnerID=40&md5=d67c7815e6c2c56a6305d111faa8538c","Article","Final","","Scopus","2-s2.0-84937832248"
"Lurz P.; Coats L.; Khambadkone S.; Nordmeyer J.; Boudjemline Y.; Schievano S.; Muthurangu V.; Lee T.Y.; Parenzan G.; Derrick G.; Cullen S.; Walker F.; Tsang V.; Deanfield J.; Taylor A.M.; Bonhoeffer P.","Lurz, Philipp (35810676500); Coats, Louise (57202937755); Khambadkone, Sachin (6603345564); Nordmeyer, Johannes (56251341200); Boudjemline, Younes (55626910500); Schievano, Silvia (13410386200); Muthurangu, Vivek (7801671480); Lee, Twin Yen (23497498600); Parenzan, Giovanni (16203551900); Derrick, Graham (35511751900); Cullen, Seamus (7102265239); Walker, Fiona (13906244100); Tsang, Victor (56466227600); Deanfield, John (7004333788); Taylor, Andrew M. (57195810900); Bonhoeffer, Philipp (7007022476)","35810676500; 57202937755; 6603345564; 56251341200; 55626910500; 13410386200; 7801671480; 23497498600; 16203551900; 35511751900; 7102265239; 13906244100; 56466227600; 7004333788; 57195810900; 7007022476","Percutaneous pulmonary valve implantation: Impact of evolving technology and learning curve on clinical outcome","2008","Circulation","117","15","","1964","1972","8","421","10.1161/CIRCULATIONAHA.107.735779","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42149189394&doi=10.1161%2fCIRCULATIONAHA.107.735779&partnerID=40&md5=827b270c4a0d80db8396ac86a8614744","Article","Final","","Scopus","2-s2.0-42149189394"
"Ludman A.J.; Hasleton J.M.; Babu G.; Boston-Griffiths E.; Moon J.C.; Muthurangu V.; Taylor A.M.; Puranik R.; Yellon D.M.; Hausenloy D.J.","Ludman, Andrew J (23667880400); Hasleton, Jonathan M (35740487200); Babu, Girish (57190984518); Boston-Griffiths, Edney (45861191800); Moon, James C (7403231345); Muthurangu, Vivek (7801671480); Taylor, Andrew M (57195810900); Puranik, Raj (11139015400); Yellon, Derek M (7103223278); Hausenloy, Derek J (6602976997)","23667880400; 35740487200; 57190984518; 45861191800; 7403231345; 7801671480; 57195810900; 11139015400; 7103223278; 6602976997","Erythropoietin doubles the incidence of microvascular obstruction in primary PCI - a randomized controlled trial in acute MI using CMR primary endpoints","2010","Journal of Cardiovascular Magnetic Resonance","12","","O78","","","","0","10.1186/1532-429X-12-S1-O78","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181803262&doi=10.1186%2f1532-429X-12-S1-O78&partnerID=40&md5=72b8372c1346f0ca55d8696c4a1a7f1d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85181803262"
"Captur G.; Mohun T.J.; Finocchiaro G.; Wilson R.; Levine J.; Conner L.; Lopes L.; Patel V.; Sado D.; Li C.; Bassett P.; Herrey A.S.; Tome Esteban M.T.; McKenna W.J.; Seidman C.E.; Muthurangu V.; Bluemke D.; Ho C.Y.; Elliott P.M.; Moon J.","Captur, Gaby (6506837383); Mohun, Timothy J (7004364635); Finocchiaro, Gherardo (54681708200); Wilson, Robert (57213804717); Levine, Jonathan (58829039100); Conner, Lauren (55272524600); Lopes, Luis (9846194600); Patel, Vimal (36914277700); Sado, Daniel (57203175810); Li, Chunming (55695988900); Bassett, Paul (8725282000); Herrey, Anna S (26534328000); Tome Esteban, Maite T (8786523100); McKenna, William J (56672467900); Seidman, Christine E (7101936253); Muthurangu, Vivek (7801671480); Bluemke, David (7006047770); Ho, Carolyn Y (35299617300); Elliott, Perry M (57202356433); Moon, James (57202314649)","6506837383; 7004364635; 54681708200; 57213804717; 58829039100; 55272524600; 9846194600; 36914277700; 57203175810; 55695988900; 8725282000; 26534328000; 8786523100; 56672467900; 7101936253; 7801671480; 7006047770; 35299617300; 57202356433; 57202314649","Advanced assessment of cardiac morphology and prediction of gene carriage by CMR in hypertrophic cardiomyopathy - the HCMNet/UCL collaboration","2014","Journal of Cardiovascular Magnetic Resonance","16","","O30","","","","1","10.1186/1532-429X-16-S1-O30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152077647&doi=10.1186%2f1532-429X-16-S1-O30&partnerID=40&md5=f75af1f59d94698f530e31d633786c90","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85152077647"
